RefSoil ID	NCBI ID	Taxon ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism	RAST ID	Downloaded	Notes	Old_Assembly_Num		Inlcuded_in_my_RefSoil	Truncated_RefSoil	New_organism_name	New_Assembly_Num		Truncated_RefSoil
RefSoil_721	NC_019897.1	717605	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	Thermobacillus composti	Thermobacillus composti KWC4	717605.6	y		GCF_000227705.2		y	n	Thermobacillus composti KWC4	GCF_000227705.2	y	n
RefSoil_722	NC_019903.1	871963	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dichloroeliminans	Desulfitobacterium dichloroeliminans LM	871963.1	y		GCF_000243135.2		y	n	Desulfitobacterium dichloroeliminans LMG P-21439	GCF_000243135.2	y	n
RefSoil_723	NC_019936.1	644801	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	Pseudomonas stutzeri RCH2	644801.9	y		GCF_000327065.1		y	n	Stutzerimonas stutzeri RCH2	GCF_000327065.1	y	n
RefSoil_724	NC_019973.1	754035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium australicum	Mesorhizobium australicum WSM2073	754035.9	y		GCF_000230995.2		y	y	Mesorhizobium australicum WSM2073	GCF_000230995.2	y	y
RefSoil_725	NC_020059.1	698761	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici	Rhizobium tropici CIAT 899	698761.12	y		GCF_000330885.1		y	n	Rhizobium tropici CIAT 899	GCF_000330885.1	y	n
RefSoil_726	NC_020089.1	1138877	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	Mycobacterium tuberculosis 7199-99	1138877.7	y		GCF_000331445.1		y	n	Mycobacterium tuberculosis 7199-99	GCF_000331445.1	y	n
RefSoil_727	NC_020126.1	1278073	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus	Myxococcus stipitatus DSM 14675	1278073.7	y		GCF_000331735.1		y	n	Myxococcus stipitatus DSM 14675	GCF_000331735.1	y	n
RefSoil_728	NC_020164.1	1194526	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	Staphylococcus warneri SG1	1194526.9	y		GCF_000332735.1		y	n	Staphylococcus warneri SG1	GCF_000332735.1	y	n
RefSoil_729	NC_020207.1	1104325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium NRRL B-2354	1104325.12	y		GCF_000336405.1		y	n	Enterococcus faecium ATCC 8459 = NRRL B-2354	GCF_000336405.1	y	n
RefSoil_730	NC_020209.1	1282356	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas poae	Pseudomonas poae RE*1-1-14	1282356.11	y		GCF_000336465.1		y	n	Pseudomonas poae RE*1-1-14	GCF_000336465.1	y	n
RefSoil_731	NC_020210.1	1233873	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus		Geobacillus sp. GHH01	1233873.8	y		GCF_000336445.1		y	n	Geobacillus sp. GHH01	GCF_000336445.1	y	n
RefSoil_732	NC_020211.1	435998	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia marcescens	Serratia marcescens WW4	435998.15	y		GCF_000336425.1		y	n	Serratia marcescens WW4	GCF_000336425.1	y	n
RefSoil_733	NC_020238.1	1279365	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis serovar kurstaki str	1279365.8	y		GCF_000338755.1		y	n	Bacillus thuringiensis serovar kurstaki str. HD73	GCF_000338755.1	y	n
RefSoil_734	NC_020244.1	1233100	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	Bacillus subtilis XF-1	1233100.1	y		GCF_000338735.1		y	n	Bacillus subtilis XF-1	GCF_000338735.1	y	n
RefSoil_735	NC_020272.1	1091041	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens IT-45	1091041.13	y		GCF_000242855.2		y	n	Bacillus amyloliquefaciens IT-45	GCF_000242855.2	y	n
RefSoil_736	NC_020291.1	931276	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum	Clostridium saccharoperbutylacetonicu	931276.17	y		GCF_002003305.1		y	y	Clostridium saccharoperbutylacetonicum N1-4(HMT)	GCF_000340885.1	y	y
RefSoil_737	NC_020302.1	1121362	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium halotolerans	Corynebacterium halotolerans YIM 70093	1121362.7	y		GCF_000341345.1		y	n	Corynebacterium halotolerans YIM 70093 = DSM 44683	GCF_000341345.1	y	n
RefSoil_738	NC_020376.1	1286404	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis serovar thuringiensi	1286404.7	y		GCF_002146335.1		y	n	Bacillus thuringiensis serovar thuringiensis str. IS5056	GCF_000341665.1	y	n
RefSoil_739	NC_020386.1	1193807	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	Dehalococcoides mccartyi DCMB5	1193807.8	y		GCF_000341655.1		y	n	Dehalococcoides mccartyi DCMB5	GCF_000341655.1	y	n
RefSoil_740	NC_020387.1	1193806	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	Dehalococcoides mccartyi BTF08	1193806.7	y		GCF_000341695.1		y	n	Dehalococcoides mccartyi BTF08	GCF_000341695.1	y	n
RefSoil_741	NC_020417.1	543913	Bacteria	Proteobacteria	Betaproteobacteria					beta proteobacterium CB	543913.6	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000342265.1		y	n	beta proteobacterium CB	GCF_000342265.1	y	n
RefSoil_742	NC_020418.1	1124991	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Morganella morganii	Morganella morganii subsp. morganii KT	1124991.9	y		GCF_000286435.2		y	n	Morganella morganii subsp. morganii KT	GCF_000286435.2	y	n
RefSoil_743	NC_020453.1	1245469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	Bradyrhizobium oligotrophicum S58	1245469.1	y		GCF_000344805.1		y	n	Bradyrhizobium oligotrophicum S58	GCF_000344805.1	y	n
RefSoil_744	NC_020504.1	1214101	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces davawensis	Streptomyces davawensis JCM 4913	1214101.14	y		GCF_000349325.1		y	n	Streptomyces davaonensis JCM 4913	GCF_000349325.1	y	n
RefSoil_745	NC_020506.1	1121353	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium callunae	Corynebacterium callunae DSM 20147	1121353.9	y		GCF_000344785.1		y	n	Corynebacterium callunae DSM 20147	GCF_000344785.1	y	n
RefSoil_746	NC_020507.1	1147161	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	Bacillus subtilis subsp. subtilis 6051-HGW	1147161.11	y		GCF_000344745.1		y	n	Bacillus subtilis subsp. subtilis 6051-HGW	GCF_000344745.1	y	n
RefSoil_747	NC_020516.1	748247	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus		Azoarcus sp. KH32C	748247.17	y		GCF_000349945.1		y	n	Azoarcus sp. KH32C	GCF_000349945.1	y	n
RefSoil_748	NC_020519.1	1204414	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	Corynebacterium glutamicum K051	1204414.6	y		GCF_000382905.1		y	n	Corynebacterium glutamicum K051	GCF_000382905.1	y	n
RefSoil_749	NC_020520.1	1313172	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	Ilumatobacter coccineus	Ilumatobacter coccineus YM16-304	1313172.7	y		GCF_000348785.1		y	y	Ilumatobacter coccineus YM16-304	GCF_000348785.1	y	y
RefSoil_750	NC_020528.1	1286640	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	Sinorhizobium meliloti 2011	1286640.11	y		GCF_000346065.1		y	n	Sinorhizobium meliloti 2011	GCF_000346065.1	y	n
RefSoil_751	NC_020541.1	666685	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		Rhodanobacter denitrificans	666685.1	y		GCF_021545825.1		y	n	Rhodanobacter denitrificans	GCF_021545825.1	y	n
RefSoil_752	NC_020561.1	745310	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Sphingomonas sp. MM-1	745310.15	y		GCF_000347675.2		y	n	Sphingomonas sp. MM-1	GCF_000347675.2	y	n
RefSoil_753	NC_020799.1	1262456	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	Ralstonia solanacearum FQY_4	1262456.6	y	for some reason did not download originally? Was still able to access genome assembly number	GCF_000348545.1		y	n	Ralstonia pseudosolanacearum FQY_4	GCF_000348545.1	y	n
RefSoil_754	NC_020812.1	349215	Bacteria	Proteobacteria	Alphaproteobacteria			Micavibrio	Micavibrio aeruginosavorus	Micavibrio aeruginosavorus EPB	349215.12	y		GCF_000348745.1		y	y	Micavibrio aeruginosavorus EPB	GCF_000348745.1	y	y
RefSoil_755	NC_020813.1	1184267	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio exovorus	Bdellovibrio exovorus JSS	1184267.1	y		GCF_000348725.1		y	n	Pseudobdellovibrio exovorus JSS	GCF_000348725.1	y	n
RefSoil_756	NC_020829.1	1294143	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas denitrificans	Pseudomonas denitrificans ATCC 13867	1294143.9	y		GCF_000349845.1		y	n	Pseudomonas sp. ATCC 13867	GCF_000349845.1	y	n
RefSoil_757	NC_020832.1	1302650	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	Bacillus subtilis subsp. subtilis str. BAB-1	1302650.8	y		GCF_000349795.1		y	y	Bacillus subtilis subsp. subtilis str. BAB-1	GCF_000349795.1	y	y
RefSoil_758	NC_020887.2	1121335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] stercorarium	[Clostridium] stercorarium subsp. stercorariu	1121335.12	y		GCF_000331995.1		y	n	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	GCF_000331995.1	y	n
RefSoil_759	NC_020895.1	1203460	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus	Streptomyces hygroscopicus subsp. jinggangensi	1203460.14	y	was removed from NCBI? Was still able to access genome assembly number	0		n	n	Streptomyces hygroscopicus subsp. jinggangensis TL01	GCF_000340845.1	n	n
RefSoil_760	NC_020912.1	1280938	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa B136-33	1280938.8	y		GCF_000359505.1		y	y	Pseudomonas aeruginosa B136-33	GCF_000359505.1	y	y
RefSoil_761	NC_020990.1	457425	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	Streptomyces albus J1074	457425.33	y		GCF_000359525.1		y	n	Streptomyces albidoflavus	GCF_000359525.1	y	n
RefSoil_762	NC_021055.1	1265601	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		Streptomyces sp. PAMC26508	1265601.14	y		GCF_009377205.1		y	y	Streptomyces sp. PAMC 26508	GCF_000364805.1	y	y
RefSoil_763	NC_021058.1	1241935	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Sulfolobus islandicus LAL14/1	1241935.9	y		GCF_000364745.1		y	n	Sulfolobus islandicus LAL14/1	GCF_000364745.1	y	n
RefSoil_764	NC_021066.1	1286170	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	Raoultella ornithinolytica B6	1286170.1	y		GCF_000367425.1		y	n	Raoultella ornithinolytica B6	GCF_000367425.1	y	n
RefSoil_765	NC_021149.1	1283330	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	Azotobacter vinelandii CA	1283330.9	y		GCF_000380335.1		y	n	Azotobacter vinelandii CA	GCF_000380335.1	y	n
RefSoil_766	NC_021150.1	1283331	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	Azotobacter vinelandii CA6	1283331.6	y		GCF_000380365.1		y	n	Azotobacter vinelandii CA6	GCF_000380365.1	y	n
RefSoil_767	NC_021171.1	666686	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		Bacillus sp. 1NLA3E	666686.6	y		GCF_000242895.2		y	y	Bacillus sp. 1NLA3E	GCF_000242895.2	y	y
RefSoil_768	NC_021172.1	670307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium denitrificans	Hyphomicrobium denitrificans 1NES1	670307.7	y		GCF_000230975.2		y	n	Hyphomicrobium denitrificans 1NES1	GCF_000230975.2	y	n
RefSoil_769	"NC_021173.1,NC_021174.1"	1249661	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	Burkholderia thailandensis MSMB121	"1249661.1,1249661.9"	y		GCF_000385525.1		y	n	Burkholderia thailandensis MSMB121	GCF_000385525.1	y	n
RefSoil_770	NC_021176.1	527001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	527001.7	y	for some reason did not download originally? Was still able to access genome assembly number	GCF_000385905.1		y	n	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	GCF_000385905.1	y	n
RefSoil_771	NC_021177.1	1303692	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fulvissimus	Streptomyces fulvissimus DSM 40593	1303692.16	y		GCF_000385945.1		y	n	Streptomyces microflavus DSM 40593	GCF_000385945.1	y	n
RefSoil_772	NC_021182.1	86416	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pasteurianum	Clostridium pasteurianum BC1	86416.8	y		GCF_000389635.1		y	n	Clostridium pasteurianum BC1	GCF_000389635.1	y	n
RefSoil_773	NC_021184.1	767817	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum gibsoniae	Desulfotomaculum gibsoniae DSM 7213	767817.8	y		GCF_000233715.2		y	n	Desulfoscipio gibsoniae DSM 7213	GCF_000233715.2	y	n
RefSoil_774	NC_021191.1	649831	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		Actinoplanes sp. N902-109	649831.9	y		GCF_000389965.1		y	n	Actinoplanes sp. N902-109	GCF_000389965.1	y	n
RefSoil_775	NC_021200.1	1199187	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	Mycobacterium avium subsp. paratuberculosi	1199187.9	y		GCF_000390085.1		y	n	Mycobacterium avium subsp. paratuberculosis MAP4	GCF_000390085.1	y	n
RefSoil_776	NC_021237.1	1124983	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens	Pseudomonas protegens CHA0	1124983.25	y		GCF_900560965.1		y	n	Pseudomonas protegens CHA0	GCF_900560965.1	y	n
RefSoil_777	NC_021362.1	766760	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paralicheniformis	Bacillus paralicheniformis ATCC 9945a	766760.1	y		GCF_000408885.1		y	n	Bacillus paralicheniformis ATCC 9945a	GCF_000408885.1	y	n
RefSoil_778	NC_021487.1	1303518	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea	Chthonomonas calidirosea T49	1303518.9	y		GCF_000427095.1		y	n	Chthonomonas calidirosea T49	GCF_000427095.1	y	n
RefSoil_779	NC_021491.1	1331671	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Pseudomonas putida H8234	1331671.8	y		GCF_000410575.1		y	n	Pseudomonas putida H8234	GCF_000410575.1	y	n
RefSoil_780	NC_021500.1	1166130	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter		Enterobacter sp. R4-368	1166130.12	y		GCF_000410515.1		y	n	Enterobacter sp. R4-368	GCF_000410515.1	y	n
RefSoil_781	NC_021577.1	1340851	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa RP73	1340851.9	y		GCF_000414035.1		y	n	Pseudomonas aeruginosa RP73	GCF_000414035.1	y	n
RefSoil_782	NC_021591.1	682634	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	Serratia plymuthica 4Rx13	682634.9	y		GCF_000176835.2		y	n	Serratia plymuthica 4Rx13	GCF_000176835.2	y	n
RefSoil_783	NC_021592.1	333146	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus	Ferroplasma acidarmanus fer1	333146.17	y		GCF_000152265.2		y	n	Ferroplasma acidarmanus Fer1	GCF_000152265.2	y	n
RefSoil_784	NC_021658.1	1254432	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum	Sorangium cellulosum So0157-2	1254432.8	y		GCF_000418325.1		y	n	Sorangium cellulosum So0157-2	GCF_000418325.1	y	n
RefSoil_785	NC_021659.1	1348660	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	Serratia plymuthica S13	1348660.9	y		GCF_000438825.1		y	n	Serratia plymuthica S13	GCF_000438825.1	y	n
RefSoil_786	NC_021663.1	1200352	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium terpenotabidum	Corynebacterium terpenotabidum Y-11	1200352.8	y		GCF_000418365.1		y	n	Corynebacterium terpenotabidum Y-11	GCF_000418365.1	y	n
RefSoil_787	NC_021726.1	1096995	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii BJAB07104	1096995.8	y		GCF_000419385.1		y	n	Acinetobacter baumannii BJAB07104	GCF_000419385.1	y	n
RefSoil_788	NC_021729.1	1096997	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii BJAB0868	1096997.8	y		GCF_000419425.1		y	y	Acinetobacter baumannii BJAB0868	GCF_000419425.1	y	y
RefSoil_789	NC_021733.1	1096996	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii BJAB0715	1096996.7	y		GCF_000419405.1		y	n	Acinetobacter baumannii BJAB0715	GCF_000419405.1	y	n
RefSoil_790	NC_021741.1	1346614	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia liquefaciens	Serratia liquefaciens ATCC 27592	1346614.11	y		GCF_000422085.1		y	n	Serratia liquefaciens ATCC 27592	GCF_000422085.1	y	n
RefSoil_791	NC_021831.1	754503	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae	Mycoplasma hyopneumoniae 7422	754503.8	y		GCF_000183185.1		y	n	Mesomycoplasma hyopneumoniae 7422	GCF_000427215.1	y	n
RefSoil_792	NC_021902.1	877468	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica serova	877468.7	y		GCF_000442415.1		y	n	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1	GCF_000442415.1	y	n
RefSoil_793	NC_021905.1	1328306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli bv. mimosae str. Mim1	1328306.1	y		GCF_000442435.1		y	n	Rhizobium etli bv. mimosae str. Mim1	GCF_000442435.1	y	n
RefSoil_794	NC_021985.1	1214242	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces collinus	Streptomyces collinus Tu 365	1214242.14	y		GCF_000444875.1		y	n	Streptomyces collinus Tu 365	GCF_000444875.1	y	n
RefSoil_795	NC_021991.1	1266844	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	Acetobacter pasteurianus 386B	1266844.13	y		GCF_000723785.2		y	n	Acetobacter pasteurianus 386B	GCF_000723785.2	y	n
RefSoil_796	NC_022000.1	1266738	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus mirabilis	Proteus mirabilis BB2000	1266738.1	y		GCF_000444425.1		y	y	Proteus mirabilis BB2000	GCF_000444425.1	y	y
RefSoil_797	NC_022041.1	1367847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminophilus	Paracoccus aminophilus JCM 7686	1367847.9	y		GCF_000444995.1		y	n	Paracoccus aminophilus JCM 7686	GCF_000444995.1	y	n
RefSoil_798	NC_022080.4	1345697	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus		Geobacillus sp. JF8	1345697.8	y	for some reason did not download originally? Was still able to access genome assembly number	GCF_000445995.2		y	n	Geobacillus genomosp. 3	GCF_000445995.2	y	n
RefSoil_799	NC_022081.1	1150476	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	Bacillus methylotrophicus UCMB5113	1150476.9	y		GCF_000455565.1		y	y	Bacillus velezensis UCMB5113	GCF_000455585.1	y	y
RefSoil_800	NC_022115.1	1136179	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	Rhodococcus erythropolis CCM2595	1136179.12	y		GCF_000454045.1		y	n	Rhodococcus erythropolis CCM2595	GCF_000454045.1	y	n
RefSoil_801	"NC_022247.1,NC_022234.1"	1246301	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	Variovorax paradoxus B4	"1246301.1,1246301.11"	y		GCF_000463015.1		y	n	Variovorax paradoxus B4	GCF_000463015.1	y	n
RefSoil_802	NC_022443.1	1194085	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus subsp. aureus SA40	1194085.6	y		GCF_000470865.1		y	n	Staphylococcus aureus subsp. aureus SA40	GCF_000470865.1	y	n
RefSoil_803	"NC_022513.1,NC_022514.1,NC_022515.1"	1366050	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	Ralstonia pickettii DTP0602	"1366050.14,1366050.16,1366050.15"	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000471925.1		n	n	Ralstonia pickettii DTP0602	GCA_000471925.1	n	n
RefSoil_804	NC_022566.1	1244085	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae CG43	1244085.15	y		GCF_000474015.1		y	n	Klebsiella pneumoniae CG43	GCF_000474015.1	y	n
RefSoil_805	NC_022571.1	1345695	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	Clostridium saccharobutylicum DSM 13864	1345695.7	y		GCF_000473995.1		y	n	Clostridium saccharobutylicum DSM 13864	GCF_000473995.1	y	n
RefSoil_806	NC_022653.1	1412898	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens CC178	1412898.1	y		GCF_000494835.1		y	n	Bacillus amyloliquefaciens CC178	GCF_000494835.1	y	n
RefSoil_807	NC_022657.1	1246995	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis	Actinoplanes friuliensis DSM 7358	1246995.9	y		GCF_000494755.1		y	n	Actinoplanes friuliensis DSM 7358	GCF_000494755.1	y	n
RefSoil_808	NC_022660.1	1358410	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli	Campylobacter coli 15-537360	1358410.8	y		GCF_000494775.2		y	n	Campylobacter coli 15-537360	GCF_000494775.2	y	n
RefSoil_809	NC_022663.1	557599	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	Mycobacterium kansasii ATCC 12478	557599.54	y		GCF_000157895.3		y	n	Mycobacterium kansasii ATCC 12478	GCF_000157895.3	y	n
RefSoil_810	NC_022738.1	69328	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		Pseudomonas sp. VLB120	69328.8	y		GCF_000494915.1		y	n	Pseudomonas sp. VLB120	GCF_000494915.1	y	n
RefSoil_811	NC_022781.1	1415784	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus toyonensis	Bacillus toyonensis BCT-7112	1415784.9	y		GCF_000496285.1		y	y	Bacillus toyonensis BCT-7112	GCF_000496285.1	y	y
